Timestamp,SSID,BSSID,RSSI
2023-12-14 16:36:13,VISITANTE_CETELI,36:A4:3C:D1:00:24,-84
2023-12-14 16:36:13,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-85
2023-12-14 16:36:13,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-85
2023-12-14 16:36:13,dlink-EAD4,10:BE:F5:23:EA:D4,-85
2023-12-14 16:36:13,TPV,50:D4:F7:2D:16:6C,-86
2023-12-14 16:36:13,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-87
2023-12-14 16:36:13,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-87
2023-12-14 16:36:13,CETELI_P&D,56:A4:3C:D1:AC:68,-89
2023-12-14 16:36:13,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-93
2023-12-14 16:36:25,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-66
2023-12-14 16:36:25,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-72
2023-12-14 16:36:25,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-77
2023-12-14 16:36:25,CETELI_WIFI,26:A4:3C:D1:03:C8,-79
2023-12-14 16:36:25,CETELI_P&D,56:A4:3C:D1:03:C8,-79
2023-12-14 16:36:26,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-80
2023-12-14 16:36:26,CETELI_P&D,56:A4:3C:D1:00:24,-84
2023-12-14 16:36:26,CETELI_WIFI,26:A4:3C:D1:00:24,-84
2023-12-14 16:36:26,VISITANTE_CETELI,36:A4:3C:D1:00:24,-84
2023-12-14 16:36:26,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-84
2023-12-14 16:36:26,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-86
2023-12-14 16:36:26,CETELI_P&D,56:A4:3C:D1:AC:68,-86
2023-12-14 16:36:26,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-86
2023-12-14 16:36:26,dlink-EAD4,10:BE:F5:23:EA:D4,-86
